City,Region,Population,link,Country,Capital City,Capital Population
Koumra,Mandoul,36000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Pala,Mayo-Kebbi Ouest,35000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Am Timan,Salamat,29000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Bongor,Mayo-Kebbi Est,28000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Mongo,Guéra,28000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Doba,Logone Oriental,24000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Ati,Batha,24000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Fada,Ennedi-Ouest,24000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Laï,Tandjilé,19000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Oum Hadjer,Batha,19000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Bitkine,Guéra,18000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Mao,Kanem,18000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Massaguet,Hadjer-Lamis,18000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Dourbali,Chari-Baguirmi,18000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Mboursou Léré,Mayo-Kebbi Ouest,17000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Kyabé,Moyen-Chari,16000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Benoy,Logone Occidental,16000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Massakory,Hadjer-Lamis,15000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Moussoro,Barh el Gazel,15000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Bokoro,Hadjer-Lamis,15000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Faya-Largeau,Borkou,13000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Bol,Lac,12000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Biltine,Biltine,11000,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Massenya,Chari-Baguirmi,3680,https://www.worlddata.info/africa/chad/index.php,Chad,N'Djamena,1092066
Moroni,Grande Comore,54000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Moutsamoudou,Anjouan,24000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Fomboni,Mohéli,15000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Domoni,Anjouan,15000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Adda-Douéni,Anjouan,11000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Sima,Anjouan,10000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Ouani,Anjouan,10000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Mirontsi,Anjouan,10000,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Koni-Djodjo,Anjouan,8110,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Moya,Anjouan,7530,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Mbéni,Grande Comore,6520,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Mitsamiouli,Grande Comore,6100,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Ouella,Grande Comore,5480,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Mvouni,Grande Comore,4790,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Nioumachoua,Mohéli,3410,https://www.worlddata.info/africa/comoros/index.php,Comoros,Moroni,54000
Kinshasa,Kinshasa,14970000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Lubumbashi,Katanga,1794000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Mbuji-Mayi,Kasaï-Oriental,875000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kisangani,Eastern Province,539000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Masina,Kinshasa,485000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kananga,Kasaï-Occidental,464000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Likasi,Katanga,422000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kolwezi,Katanga,418000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Tshikapa,Kasaï-Occidental,267000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Bukavu,South Kivu,225000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Mwene-Ditu,Kasaï-Oriental,189000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kikwit,Bandundu,187000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Mbandaka,Équateur,184000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Matadi,Bas-Congo,180000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Uvira,South Kivu,170000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Butembo,Nord Kivu,155000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Gandajika,Kasaï-Oriental,154000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kalemie,Katanga,147000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Goma,Nord Kivu,144000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Kindu,Maniema,136000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Isiro,Eastern Province,127000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Bandundu,Bandundu,118000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Gemena,Équateur,118000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Ilebo,Kasaï-Occidental,107000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Bunia,Eastern Province,97000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Bumba,Équateur,96000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Beni,Nord Kivu,90000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Mbanza-Ngungu,Bas-Congo,86000,https://www.worlddata.info/africa/congo-kinshasa/index.php,Democratic Republic of the Congo,Kinshasa,14970000
Djibouti,Djibouti,219000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
'Ali Sabieh,Ali Sabieh,40000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Danan,Ali Sabieh,40000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Tadjoura,Tadjourah,22000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Obock,Obock,18000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Dikhil,Dikhil,12000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
‘Arta,Arta,6030,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Holhol,Ali Sabieh,3520,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Goubétto,Ali Sabieh,2000,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Dorra,Tadjourah,1870,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Gâlâfi,Dikhil,1850,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Loyada,Djibouti,1650,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Alaili Dadda`,Obock,1460,https://www.worlddata.info/africa/djibouti/index.php,Djibouti,Djibouti,219000
Cairo,Nile Delta,9540000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Alexandria,Nile Delta,5200000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Giza,Western Desert,4522000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Port Said,Nile Delta,571000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Suez,Eastern Desert / Red Sea,512000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Al Mahallah al Kubra,Nile Delta,431000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Luxor,Nile Valley,422000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Asyut,Nile Valley,421000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Al Mansurah,Nile Delta,420000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Tanda,Nile Delta,405000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Al Fayyum,Nile Valley,306000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Zagazig,Nile Delta,303000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Ismailia,Nile Delta,293000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Aswan,Nile Valley,266000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Qina,Nile Valley,235000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Damanhur,Nile Delta,228000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Al Minya,Nile Valley,227000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Damietta,Nile Delta,207000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Sohag,Nile Valley,190000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Bani Suwayf,Nile Valley,190000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Shibin al Kawm,Nile Delta,186000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Banha,Nile Delta,158000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Kafr ash Shaykh,Nile Delta,144000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Arish,Sinai Peninsula,129000,https://www.worlddata.info/africa/egypt/index.php,Egypt,Cairo,9539673
Malabo,Bioko Norte,187000,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Bata,Litoral,173000,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Ebebiyin,Kié-Ntem,25000,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Aconibe,Wele-Nzas,11000,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Añisoc,Wele-Nzas,10000,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Luba,Bioko Sur,8660,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Evinayong,Centro Sur,8460,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Mongomo,Wele-Nzas,6390,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Mikomeseng,Kié-Ntem,5810,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Rebola,Bioko Norte,5450,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Palé,Annobón,4430,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Mbini,Litoral,4060,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Nsok,Wele-Nzas,3770,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Ayene,Wele-Nzas,3480,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Machinda,Litoral,2900,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Acurenam,Centro Sur,2740,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Santiago de Baney,Bioko Norte,2370,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Bicurga,Centro Sur,2320,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Nsang,Kié-Ntem,2120,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Ncue,"",1680,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Bitica,"",1460,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Río Campo,"",1110,https://www.worlddata.info/africa/equatorial-guinea/index.php,Equatorial Guinea,Malabo,187302
Asmara,Maekel Region,963000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Keren,Anseba,75000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Massawa,Northern Red Sea Region,23000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Assab,Southern Red Sea Region,21000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Mendefera,Debub,18000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Barentu,Gash Barka,16000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Adi Keyh,Debub,13000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Edd,Southern Red Sea Region,11000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Dek'emhare,Debub,11000,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Ak’ordat,Gash Barka,8860,https://www.worlddata.info/africa/eritrea/index.php,Eritrea,Asmara,963000
Mbabane,Hhohho,95000,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Lobamba / seat of government,Hhohho,4560,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Manzini,Manzini,111000,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Big Bend,Lubombo,10000,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Malkerns,Manzini,9720,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Mhlume,Lubombo,8650,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Hluti,Shiselweni,6760,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Siteki,Lubombo,6150,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Piggs Peak,Hhohho,5750,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Vuvulane,Lubombo,4160,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Kwaluseni,Manzini,3400,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Bhunya,Manzini,3050,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Mhlambanyatsi,Manzini,2890,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Hlatikulu,Shiselweni,2750,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Bulembu,Hhohho,2260,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Kubuta,Shiselweni,2040,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Lavumisa,"",2000,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Tshaneni,"",1900,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Sidvokodvo,"",1750,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Darkton,"",1280,https://www.worlddata.info/africa/eswatini/index.php,Eswatini,Mbabane,94874
Addis Ababa,Adis Abeba,3352000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Dire Dawa,Dire Dawa,252000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Mekele,Tigray,216000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Nazret,Oromiya,214000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Bahir Dar,Amhara,169000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Gondar,Amhara,154000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Dese,Amhara,136000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Hawassa,"Southern Nations, Nationalities",133000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Jima,Oromiya,128000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Bishoftu,Oromiya,104000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Kombolcha,Amhara,94000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Harar,Harari,90000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Shashemene,Oromiya,86000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Arba Minch',"Southern Nations, Nationalities",70000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Adigrat,Tigray,65000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Debre Mark’os,Amhara,60000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Jijiga,Somali,57000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Inda Silase,Tigray,50000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Dila,"Southern Nations, Nationalities",47000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Gambela,Gambela,42000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Aksum,Tigray,41000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Yirga ‘Alem,"Southern Nations, Nationalities",36000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Asosa,Binshangul Gumuz,31000,https://www.worlddata.info/africa/ethiopia/index.php,Ethiopia,Addis Ababa,3352000
Libreville,Estuaire,704000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Port-Gentil,Ogooué-Maritime,109000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Franceville,Haut-Ogooué,43000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Oyem,Woleu-Ntem,31000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Moanda,Haut-Ogooué,30000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Mouila,Ngounié,22000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Lambaréné,Moyen-Ogooué,21000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Tchibanga,Nyanga,19000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Koulamoutou,Ogooué-Lolo,16000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Makokou,Ogooué-Ivindo,14000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Bitam,Woleu-Ntem,10000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Gamba,Ogooué-Maritime,9930,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Mounana,Haut-Ogooué,8780,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Ntoum,Estuaire,8570,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Lastoursville,Ogooué-Lolo,8340,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Okondja,Haut-Ogooué,7160,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Ndendé,Ngounié,6200,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Booué,Ogooué-Ivindo,5790,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Fougamou,Ngounié,5650,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Ndjolé,Moyen-Ogooué,5100,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Mbigou,Ngounié,4130,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Mayumba,Nyanga,4000,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Mitzic,Woleu-Ntem,3890,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Omboué,Ogooué-Maritime,1670,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Cocobeach,Estuaire,1650,https://www.worlddata.info/africa/gabon/index.php,Gabon,Libreville,703904
Banjul,Banjul,31000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Brikama,Western,78000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Bakau,Banjul,43000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Farafenni,North Bank,30000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Lamin,North Bank,25000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Sukuta,Western,15000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Basse Santa Su,Upper River,14000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Gunjur,Western,14000,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Soma,Lower River,9870,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Sabi,Upper River,7740,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Bansang,Central River,7620,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Abuko,Western,6570,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Essau,North Bank,5910,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Barra,North Bank,5320,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Demba Kunda,Upper River,4820,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Koina,Upper River,3870,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Georgetown,Central River,3580,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Sami,Central River,2790,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Kerewan,North Bank,2750,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Jarreng,Central River,2710,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Baro Kunda,Lower River,1990,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Mansa Konko,Lower River,1980,https://www.worlddata.info/africa/gambia/index.php,Gambia,Banjul,31301
Accra,Greater Accra,2514000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Kumasi,Ashanti,3348000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Tema,Greater Accra,293000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Tamale,Northern,223000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Achiaman,Greater Accra,203000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Obuasi,Ashanti,169000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Cape Coast,Central,143000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Sekondi-Takoradi,Western,139000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Koforidua,Eastern,122000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Medina Estates,Greater Accra,101000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Takoradi,Western,97000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Wa,Upper West,78000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Ejura,Ashanti,71000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Sunyani,Brong-Ahafo,70000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Ho,Volta,70000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Techiman,Brong-Ahafo,70000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Berekum,Brong-Ahafo,62000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Nkawkaw,Eastern,62000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Akim Oda,Eastern,61000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Bawku,Upper East,57000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Hohoe,Volta,56000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Bolgatanga,Upper East,54000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Tafo,Ashanti,50000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Swedru,Central,50000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Suhum,Eastern,49000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Kintampo,Brong-Ahafo,47000,https://www.worlddata.info/africa/ghana/index.php,Ghana,Accra,2514000
Conakry,Conakry,1661000,https://www.worlddata.info/africa/guinea/index.php,Guinea,Conakry,1660973
Camayenne,Conakry,1871000,https://www.worlddata.info/africa/guinea/index.php,Guinea,Conakry,1660973
